id,action_name,marker,timestamp
EMIT_L1B_RAD_001_20230814T100819_2322607_019,save_inference,START,1774368705.8995895
EMIT_L1B_RAD_001_20230814T100819_2322607_019,save_inference,END,1774368705.941711
EMIT_L1B_RAD_001_20230502T042310_2312203_009,load_scene,START,1774368705.941735
EMIT_L1B_RAD_001_20230502T042310_2312203_009,load_scene,END,1774368711.4524782
EMIT_L1B_RAD_001_20230502T042310_2312203_009,mag1c_prep,START,1774368711.4527657
EMIT_L1B_RAD_001_20230502T042310_2312203_009,mag1c_prep,END,1774368712.8100111
EMIT_L1B_RAD_001_20230502T042310_2312203_009,mag1c_compute,START,1774368712.8100204
EMIT_L1B_RAD_001_20230502T042310_2312203_009,mag1c_compute,END,1774368721.6122468
EMIT_L1B_RAD_001_20230502T042310_2312203_009,mag1c_post,START,1774368721.6122594
EMIT_L1B_RAD_001_20230502T042310_2312203_009,mag1c_post,END,1774368721.6343493
EMIT_L1B_RAD_001_20230502T042310_2312203_009,normalize,START,1774368721.6343617
EMIT_L1B_RAD_001_20230502T042310_2312203_009,normalize,END,1774368721.7091427
EMIT_L1B_RAD_001_20230502T042310_2312203_009,tile_image,START,1774368721.7091568
EMIT_L1B_RAD_001_20230502T042310_2312203_009,tile_image,END,1774368721.7534428
EMIT_L1B_RAD_001_20230502T042310_2312203_009,inference_tiles,START,1774368721.7534487
EMIT_L1B_RAD_001_20230502T042310_2312203_009,inference_tiles,END,1774368725.4669216
EMIT_L1B_RAD_001_20230502T042310_2312203_009,post_tiles,START,1774368725.4669318
EMIT_L1B_RAD_001_20230502T042310_2312203_009,post_tiles,END,1774368725.6089263
EMIT_L1B_RAD_001_20230502T042310_2312203_009,stitch_tiles,START,1774368725.6089365
EMIT_L1B_RAD_001_20230502T042310_2312203_009,stitch_tiles,END,1774368725.6229894
EMIT_L1B_RAD_001_20230502T042310_2312203_009,create_out_dir,START,1774368725.623004
EMIT_L1B_RAD_001_20230502T042310_2312203_009,create_out_dir,END,1774368725.6237485
EMIT_L1B_RAD_001_20230502T042310_2312203_009,save_inference,START,1774368725.62377
